gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-OW489_RS00485	1373.77429034478	-0.521613590463437	0.933322245558574	-0.558878343407814	0.576244750383596	0.642277743214033
gene-OW489_RS00490	3114.16134201822	1.08378013562127	0.107441582655917	10.0871572144659	6.29666465651574e-24	1.30970624855527e-22
gene-OW489_RS00495	9312.21676490969	1.02299912222009	0.1911801566968	5.35096915859579	8.7484432413e-08	3.59510494292936e-07
gene-OW489_RS00500	1920.01891948668	1.78517917641941	0.22159907377139	8.05589638096169	7.8898451055154e-16	8.02035382154649e-15
gene-OW489_RS00505	2170.44026014983	1.98749310070925	0.148547144749908	13.3795442790594	7.96341273152451e-41	4.48605583875881e-39
gene-OW489_RS00510	74919.4726657275	-1.79031675952224	0.847385572810798	-2.11275341115818	0.03462187915087	0.055199033740538
gene-OW489_RS00515	159.905353935813	-0.254490722092372	0.267494005638597	-0.951388504893102	0.341407193474317	0.413604413599711
gene-OW489_RS00520	80.8363787220027	-0.183125016506155	0.30836259405155	-0.593862615111941	0.552604005329214	0.620017108054023
gene-OW489_RS00525	11325.8692453823	-0.830807905852774	0.190799238350091	-4.35435651125793	1.33458362134623e-05	4.0822557829414e-05
gene-OW489_RS00530	1733.73863608781	-0.242953509865567	0.212145186064511	-1.14522282768975	0.252116864462983	0.319159176735911
gene-OW489_RS00535	586.547233868016	-0.363461463940695	0.191215667271591	-1.90079332476693	0.0573290887644406	0.0859300753985851
gene-OW489_RS00540	209.247125317573	-0.854481162626772	0.200687171064551	-4.25777670836732	2.06470020219232e-05	6.21709281372831e-05
gene-OW489_RS00545	41.9810218603411	-0.607318670609035	0.375747951300309	-1.616292699687	0.106031044462022	0.147940115699333
gene-OW489_RS00550	9.60600094828704	0.0180918742862498	0.820196292751557	0.0220579810542133	0.98240170457432	0.986780909795305
gene-OW489_RS00555	5.84461033395842	0.898249153838118	0.834743973330926	1.07607743516109	0.281892626415419	0.351261595312117
gene-OW489_RS00560	250.083886637492	0.52233280531467	0.177195367618737	2.94777912275082	0.00320065661481934	0.00642984805829977
gene-OW489_RS00565	57.1882914933109	0.339992795490764	0.272184613861392	1.24912569695766	0.211619103181181	0.271966756179617
gene-OW489_RS00570	929.737219282477	-0.659233653567856	0.214159144471122	-3.07824190835217	0.00208225809459865	0.00433777032957994
gene-OW489_RS00575	485.091133961685	-1.72692201039703	0.178324507461392	-9.68415410187472	3.52111185789951e-22	6.41645823244813e-21
gene-OW489_RS00605	1103.43594638974	-1.56055500002268	0.192554522298108	-8.10448376593652	5.29699419121407e-16	5.50887395886264e-15
gene-OW489_RS00610	388.39317986139	-1.78211981580013	0.168506059241155	-10.5759984170639	3.85054155402495e-26	8.82361386617242e-25
gene-OW489_RS00615	1355.59469580537	-0.741880535130598	0.270193736643154	-2.74573550204238	0.00603754175467482	0.0113687415770478
gene-OW489_RS00620	764.992833761131	-1.53373170031421	0.308014672146035	-4.97941117424122	6.37780159202382e-07	2.37542362325515e-06
gene-OW489_RS00630	14063.4190829821	-0.621934020885126	0.194831795708647	-3.19215874710292	0.00141213698653996	0.00306454126131946
gene-OW489_RS00635	20842.9224125669	-0.9468346316643	0.242536395887115	-3.90388678862446	9.46600736516248e-05	0.000259595171555774
gene-OW489_RS00640	12253.4105018033	-0.929075627106521	0.243557562570543	-3.81460389610127	0.000136401542296088	0.000361597814086883
gene-OW489_RS00645	74.0895559046205	0.690175846514269	0.300511434617705	2.29667083181801	0.0216375545902165	0.0358504580955548
gene-OW489_RS00655	1721.89144054723	-0.767132845429519	0.148829629968197	-5.15443628794511	2.5439503293695e-07	9.94052267429933e-07
gene-OW489_RS00660	196.878704841495	-0.573427314402768	0.315465545802563	-1.81771772554095	0.0691072871233866	0.101337366801322
